0.0000000000e+00,0.0000000000e+00,6.0000000000e+00,1.2000000000e+02,1.6150000000e+03,7.2910000000e+03,6.0810000000e+03,3.7590000000e+03,1.8810000000e+03,1.0460000000e+03,4.6100000000e+02,2.0000000000e+02,4.0000000000e+01,0
1.7000000000e+01,2.3000000000e+01,3.4500000000e+02,3.3390000000e+03,1.0120000000e+04,7.2900000000e+03,1.1340000000e+03,2.0600000000e+02,2.4000000000e+01,2.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0
0.0000000000e+00,0.0000000000e+00,7.0000000000e+00,1.4500000000e+02,2.9360000000e+03,8.2040000000e+03,4.8980000000e+03,3.0990000000e+03,1.9540000000e+03,9.4700000000e+02,2.7000000000e+02,3.9000000000e+01,1.0000000000e+00,0
0.0000000000e+00,1.2000000000e+01,2.7900000000e+02,4.2650000000e+03,1.0754000000e+04,5.9710000000e+03,1.0170000000e+03,1.7800000000e+02,2.4000000000e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1
0.0000000000e+00,4.0000000000e+00,6.2000000000e+01,4.4300000000e+02,1.7750000000e+03,3.3580000000e+03,2.7140000000e+03,2.9920000000e+03,3.4700000000e+03,3.0280000000e+03,2.6020000000e+03,1.3160000000e+03,7.3600000000e+02,0
3.3000000000e+01,8.9000000000e+01,7.7000000000e+02,5.7490000000e+03,1.0379000000e+04,4.5370000000e+03,7.2600000000e+02,1.8600000000e+02,2.8000000000e+01,3.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1
0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,1.3000000000e+01,3.6400000000e+02,2.8460000000e+03,3.0670000000e+03,3.4900000000e+03,4.9750000000e+03,3.5730000000e+03,2.5090000000e+03,1.1250000000e+03,5.3700000000e+02,0
1.0000000000e+00,7.0000000000e+00,1.1300000000e+02,1.3650000000e+03,6.8410000000e+03,9.3130000000e+03,3.0460000000e+03,1.0780000000e+03,5.1800000000e+02,1.9600000000e+02,1.8000000000e+01,2.0000000000e+00,2.0000000000e+00,0
0.0000000000e+00,0.0000000000e+00,4.0000000000e+00,3.6500000000e+02,6.3680000000e+03,1.0756000000e+04,3.3070000000e+03,1.2790000000e+03,3.6500000000e+02,4.7000000000e+01,1.0000000000e+00,7.0000000000e+00,1.0000000000e+00,0
0.0000000000e+00,3.0000000000e+00,1.9000000000e+01,5.2200000000e+02,5.0650000000e+03,1.0254000000e+04,4.3020000000e+03,1.6030000000e+03,6.1600000000e+02,1.1000000000e+02,6.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0
4.0000000000e+00,1.2000000000e+01,2.7200000000e+02,5.1610000000e+03,1.0045000000e+04,4.6720000000e+03,1.4010000000e+03,6.1100000000e+02,2.2600000000e+02,6.2000000000e+01,2.8000000000e+01,5.0000000000e+00,1.0000000000e+00,0
0.0000000000e+00,4.0000000000e+00,1.0300000000e+02,2.1480000000e+03,6.4280000000e+03,5.9810000000e+03,3.9050000000e+03,2.3860000000e+03,1.0790000000e+03,3.5100000000e+02,1.0700000000e+02,5.0000000000e+00,3.0000000000e+00,0
0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.2400000000e+02,3.9900000000e+03,7.2570000000e+03,5.6000000000e+03,3.5150000000e+03,1.2380000000e+03,3.6400000000e+02,9.4000000000e+01,1.8000000000e+01,0
1.1000000000e+01,3.0000000000e+00,2.9000000000e+01,8.7900000000e+02,4.9120000000e+03,6.6900000000e+03,4.1680000000e+03,3.1480000000e+03,2.1240000000e+03,4.7700000000e+02,5.7000000000e+01,2.0000000000e+00,0.0000000000e+00,0
0.0000000000e+00,0.0000000000e+00,6.0000000000e+00,1.6500000000e+02,2.6330000000e+03,8.6940000000e+03,5.0160000000e+03,2.8020000000e+03,2.1160000000e+03,8.0600000000e+02,2.2100000000e+02,3.8000000000e+01,3.0000000000e+00,0
0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.1000000000e+02,3.3570000000e+03,1.0080000000e+04,4.9830000000e+03,2.2000000000e+03,1.2080000000e+03,3.8200000000e+02,1.6500000000e+02,1.5000000000e+01,0.0000000000e+00,0
3.0000000000e+00,7.0000000000e+00,4.9000000000e+01,1.3590000000e+03,6.1340000000e+03,7.9400000000e+03,3.7540000000e+03,1.8980000000e+03,9.9300000000e+02,2.8600000000e+02,6.3000000000e+01,7.0000000000e+00,7.0000000000e+00,0
4.0000000000e+00,1.3000000000e+01,1.6600000000e+02,2.5260000000e+03,9.6300000000e+03,8.0080000000e+03,1.4960000000e+03,3.7400000000e+02,1.9700000000e+02,6.3000000000e+01,1.8000000000e+01,5.0000000000e+00,0.0000000000e+00,0
0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.6000000000e+02,2.9950000000e+03,9.6070000000e+03,4.0480000000e+03,2.8850000000e+03,1.9070000000e+03,7.3400000000e+02,1.6300000000e+02,0.0000000000e+00,1.0000000000e+00,0
0.0000000000e+00,0.0000000000e+00,5.0000000000e+00,7.7500000000e+02,4.9140000000e+03,7.4270000000e+03,3.9130000000e+03,2.2400000000e+03,2.3750000000e+03,7.8000000000e+02,7.1000000000e+01,0.0000000000e+00,0.0000000000e+00,0
0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.1000000000e+02,3.2610000000e+03,1.0217000000e+04,4.5400000000e+03,2.1000000000e+03,1.4560000000e+03,5.7800000000e+02,2.1700000000e+02,2.0000000000e+01,1.0000000000e+00,0
0.0000000000e+00,0.0000000000e+00,3.0000000000e+00,2.8800000000e+02,3.9820000000e+03,6.7850000000e+03,3.3120000000e+03,2.4580000000e+03,2.3130000000e+03,2.1380000000e+03,1.0410000000e+03,1.3500000000e+02,4.5000000000e+01,0
0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.3800000000e+02,3.3420000000e+03,8.0100000000e+03,4.2500000000e+03,2.8460000000e+03,2.0330000000e+03,1.1360000000e+03,5.5700000000e+02,1.6900000000e+02,1.9000000000e+01,0
0.0000000000e+00,0.0000000000e+00,2.0000000000e+00,8.7000000000e+01,1.1840000000e+03,3.2830000000e+03,3.8080000000e+03,4.7200000000e+03,4.2220000000e+03,3.1550000000e+03,1.4140000000e+03,3.7700000000e+02,2.4500000000e+02,0
0.0000000000e+00,0.0000000000e+00,4.3000000000e+01,9.6100000000e+02,5.3480000000e+03,6.4530000000e+03,4.1120000000e+03,2.7800000000e+03,2.2010000000e+03,5.4000000000e+02,6.1000000000e+01,1.0000000000e+00,0.0000000000e+00,0
0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,4.5800000000e+02,3.4720000000e+03,4.8750000000e+03,3.5990000000e+03,3.7990000000e+03,3.4950000000e+03,1.9080000000e+03,6.8300000000e+02,1.8600000000e+02,2.4000000000e+01,0
1.0000000000e+00,1.0000000000e+00,2.2000000000e+01,4.7800000000e+02,3.4610000000e+03,7.4330000000e+03,4.1350000000e+03,2.8510000000e+03,2.3720000000e+03,1.1710000000e+03,5.5400000000e+02,1.9000000000e+01,2.0000000000e+00,0
0.0000000000e+00,0.0000000000e+00,2.5000000000e+01,2.7480000000e+03,1.5510000000e+04,4.1190000000e+03,9.8000000000e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1
2.0000000000e+00,4.6000000000e+01,3.3000000000e+02,4.5410000000e+03,1.1350000000e+04,5.7530000000e+03,4.3800000000e+02,4.0000000000e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1
1.0000000000e+00,0.0000000000e+00,2.4000000000e+01,8.6400000000e+02,4.9600000000e+03,9.1180000000e+03,3.5570000000e+03,2.1200000000e+03,1.4070000000e+03,4.1200000000e+02,3.7000000000e+01,0.0000000000e+00,0.0000000000e+00,0
0.0000000000e+00,2.0000000000e+00,1.6300000000e+02,3.6710000000e+03,1.1945000000e+04,6.2260000000e+03,4.8300000000e+02,1.0000000000e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1
0.0000000000e+00,2.0000000000e+00,4.0000000000e+00,1.2100000000e+02,2.3110000000e+03,5.9500000000e+03,4.1180000000e+03,3.4620000000e+03,3.2430000000e+03,1.8860000000e+03,9.4900000000e+02,2.9600000000e+02,1.5800000000e+02,0
0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,7.0600000000e+02,7.4620000000e+03,1.1368000000e+04,2.1510000000e+03,5.9700000000e+02,2.0500000000e+02,1.0000000000e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0
0.0000000000e+00,0.0000000000e+00,3.0000000000e+00,7.9200000000e+02,8.7800000000e+03,9.5010000000e+03,1.7290000000e+03,7.1800000000e+02,6.9400000000e+02,2.4800000000e+02,3.5000000000e+01,0.0000000000e+00,0.0000000000e+00,0
0.0000000000e+00,1.0000000000e+00,8.0000000000e+00,2.3740000000e+03,1.4849000000e+04,4.9300000000e+03,2.6200000000e+02,6.1000000000e+01,1.5000000000e+01,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1
0.0000000000e+00,0.0000000000e+00,1.4000000000e+01,1.8400000000e+02,1.7790000000e+03,4.6600000000e+03,4.2230000000e+03,4.6390000000e+03,5.0380000000e+03,1.6350000000e+03,2.9300000000e+02,2.3000000000e+01,1.2000000000e+01,0
